Year,Month,DayofMonth,DepTime,ArrTime,AirTime,Origin,Dest,Distance,Price,Weather
2008,1,3,2010,55,285.0,LAS,HOU,1235,530.9262687283369,1
2008,1,3,1525,2245,440.0,LAS,IAD,2066,1817.5656166728377,1
2008,1,3,1820,55,395.0,LAS,IND,1591,1402.7725083982884,0
2008,1,3,1050,1725,395.0,LAS,IND,1591,1379.3369554464864,1
2008,1,3,1510,2255,465.0,LAS,ISP,2283,987.5736455166185,1
2008,1,3,1715,1820,65.0,LAS,LAX,236,1233.8572649191835,0
2008,1,3,2150,2255,65.0,LAS,LAX,236,1594.627873465279,0
2008,1,3,1825,1930,65.0,LAS,LAX,236,1619.1930658778062,1
2008,1,3,645,745,60.0,LAS,LAX,236,594.1025830254024,1
2008,1,3,1455,1600,65.0,LAS,LAX,236,1490.189537407137,1
2008,1,3,1250,1355,65.0,LAS,LAX,236,872.2876138961881,1
2008,1,3,840,945,65.0,LAS,LAX,236,829.7787649989705,1
2008,1,3,1525,1630,65.0,LAS,LAX,236,562.1035355664253,0
2008,1,3,750,855,65.0,LAS,LAX,236,224.16541241742127,0
2008,1,3,1200,1310,70.0,LAS,LAX,236,292.8853939332155,0
2008,1,3,2005,2115,70.0,LAS,LAX,236,1593.247286255121,1
2008,1,3,2120,2225,65.0,LAS,LAX,236,565.6009674279853,1
2008,1,3,1025,1135,70.0,LAS,LAX,236,1187.3828086197266,0
2008,1,3,1420,1525,65.0,LAS,LAX,236,703.8691407126923,0
2008,1,3,1100,1500,240.0,LAS,LBB,775,1640.6968092537556,1
2008,1,3,850,1345,295.0,LAS,LIT,1295,654.6447324831221,0
2008,1,3,1110,1510,240.0,LAS,MAF,796,149.8695254925979,1
2008,1,3,1210,1700,290.0,LAS,MCI,1140,1661.6884072371442,1
2008,1,3,2005,50,285.0,LAS,MCI,1140,111.81527360996974,1
2008,1,3,1905,2350,285.0,LAS,MCI,1140,780.7807161778297,0
2008,1,3,1510,2000,290.0,LAS,MCI,1140,1678.7971472918696,1
2008,1,3,650,1135,285.0,LAS,MCI,1140,558.5704760332997,1
2008,1,3,940,1430,290.0,LAS,MCI,1140,325.6023247942849,1
2008,1,3,1300,2025,445.0,LAS,MCO,2039,1808.5853901642547,1
2008,1,3,1500,2030,330.0,LAS,MDW,1521,169.7258810616894,1
2008,1,3,645,1210,325.0,LAS,MDW,1521,395.7886627071924,0
2008,1,3,1050,1620,330.0,LAS,MDW,1521,594.0731513516538,1
2008,1,3,1415,1945,330.0,LAS,MDW,1521,497.494263714638,0
2008,1,3,1145,1720,335.0,LAS,MDW,1521,373.1532860157659,1
2008,1,3,755,1320,325.0,LAS,MDW,1521,1827.9725607206565,1
2008,1,3,935,1505,330.0,LAS,MDW,1521,1921.9594467926981,0
2008,1,3,1700,2230,330.0,LAS,MDW,1521,1335.0436763196838,1
2008,1,3,1845,5,320.0,LAS,MDW,1521,883.7828075047967,0
2008,1,3,1815,2335,320.0,LAS,MDW,1521,1878.687466325899,0
2008,1,3,1930,50,320.0,LAS,MDW,1521,489.16135667291854,1
2008,1,3,1310,1845,335.0,LAS,MDW,1521,204.23489215773517,1
2008,1,3,1645,35,470.0,LAS,MHT,2356,1419.0859224517617,0
2008,1,3,1030,1545,315.0,LAS,MSY,1501,359.1527955461308,1
2008,1,3,1825,2340,315.0,LAS,MSY,1501,279.0412671413449,1
2008,1,3,1110,1240,90.0,LAS,OAK,407,1365.3764978844029,0
2008,1,3,700,830,90.0,LAS,OAK,407,1440.3954727018606,0
2008,1,3,1345,1520,95.0,LAS,OAK,407,1208.4777083613367,0
2008,1,3,1740,1915,95.0,LAS,OAK,407,1296.018537729096,0
2008,1,3,1205,1345,100.0,LAS,OAK,407,818.9256480341922,1
2008,1,3,1505,1635,90.0,LAS,OAK,407,1814.918709392269,0
2008,1,3,820,950,90.0,LAS,OAK,407,224.20748426431913,1
2008,1,3,2125,2255,90.0,LAS,OAK,407,766.8299104985973,0
2008,1,3,1900,2030,90.0,LAS,OAK,407,1407.0820998394133,1
2008,1,3,1420,1555,95.0,LAS,OAK,407,1928.7271190824038,1
2008,1,3,925,1055,90.0,LAS,OAK,407,200.34092061078277,1
2008,1,3,2155,2325,90.0,LAS,OAK,407,1094.1371343850371,1
2008,1,3,2020,2150,90.0,LAS,OAK,407,472.08895820368116,1
2008,1,3,600,730,90.0,LAS,OAK,407,1421.6843466998516,1
2008,1,3,1145,1605,260.0,LAS,OKC,987,170.97491330064116,0
2008,1,3,1315,1755,280.0,LAS,OMA,1099,367.3381428963715,1
2008,1,3,1920,2355,275.0,LAS,OMA,1099,1995.5740763674582,0
2008,1,3,910,1350,280.0,LAS,OMA,1099,1475.8075376997795,1
2008,1,3,1610,1705,55.0,LAS,ONT,197,578.5952626883309,0
2008,1,3,1945,2040,55.0,LAS,ONT,197,551.3675301640933,1
2008,1,3,655,750,55.0,LAS,ONT,197,423.8144031170632,1
2008,1,3,1435,1530,55.0,LAS,ONT,197,946.9102078337567,1
2008,1,3,1030,1125,55.0,LAS,ONT,197,386.4083170140452,1
2008,1,3,2120,2210,50.0,LAS,ONT,197,1775.3472461530266,0
2008,1,3,835,930,55.0,LAS,ONT,197,763.3118319545594,1
2008,1,3,1215,1310,55.0,LAS,ONT,197,1691.529077575847,0
2008,1,3,1800,1855,55.0,LAS,ONT,197,598.4719321762225,0
2008,1,3,1330,1425,55.0,LAS,ONT,197,1200.7102648500424,1
2008,1,3,1655,25,450.0,LAS,ORF,2155,1124.9540862036324,1
2008,1,3,1755,2015,140.0,LAS,PDX,762,1302.0258507458636,1
2008,1,3,755,1020,145.0,LAS,PDX,762,872.5346347016639,0
2008,1,3,1255,1520,145.0,LAS,PDX,762,416.30453890241887,0
2008,1,3,2040,2300,140.0,LAS,PDX,762,765.5045566495282,1
2008,1,3,1045,1835,470.0,LAS,PHL,2176,1766.5069312165624,0
2008,1,3,1700,45,465.0,LAS,PHL,2176,95.42988690790659,1
2008,1,3,600,805,125.0,LAS,PHX,256,947.6744426184953,1
2008,1,3,705,915,130.0,LAS,PHX,256,1990.9096300256037,1
2008,1,3,1320,1530,130.0,LAS,PHX,256,1225.2455426726483,1
2008,1,3,1810,2015,125.0,LAS,PHX,256,1076.1896903329196,1
2008,1,3,1740,1950,130.0,LAS,PHX,256,435.8148684324066,0
2008,1,3,1545,1750,125.0,LAS,PHX,256,552.0632272822825,0
2008,1,3,1205,1415,130.0,LAS,PHX,256,80.94374893680717,0
2008,1,3,1110,1315,125.0,LAS,PHX,256,1978.1976838175337,1
2008,1,3,1005,1215,130.0,LAS,PHX,256,1566.7222158354627,0
2008,1,3,820,1025,125.0,LAS,PHX,256,1119.2573667739618,0
2008,1,3,2110,2310,120.0,LAS,PHX,256,1997.2755695117341,0
2008,1,3,2040,2240,120.0,LAS,PHX,256,1245.2741415215353,1
2008,1,3,635,840,125.0,LAS,PHX,256,1582.8804594853532,0
2008,1,3,1450,1655,125.0,LAS,PHX,256,848.0636079506011,1
2008,1,3,1945,2150,125.0,LAS,PHX,256,1719.0845967853195,1
2008,1,3,1630,1845,135.0,LAS,PHX,256,53.115876981069704,0
2008,1,3,915,1120,125.0,LAS,PHX,256,422.9237629907881,0
2008,1,3,1415,1620,125.0,LAS,PHX,256,1644.0473299320875,1
2008,1,3,1745,50,425.0,LAS,PIT,1910,988.2303221320064,1
2008,1,3,915,1620,425.0,LAS,PIT,1910,1652.6116196352732,1
2008,1,3,1600,2350,470.0,LAS,PVD,2363,1632.243094627707,1
2008,1,3,1120,1840,440.0,LAS,RDU,2027,70.9820784845403,0
2008,1,3,1725,45,440.0,LAS,RDU,2027,1453.321471852725,0
2008,1,3,1630,1755,85.0,LAS,RNO,345,1963.1591060744322,1
2008,1,3,1855,2015,80.0,LAS,RNO,345,1204.7256531399767,1
2008,1,3,710,830,80.0,LAS,RNO,345,601.5869870159318,1
2008,1,3,1730,1850,80.0,LAS,RNO,345,1346.3602643712686,1
2008,1,3,1540,1700,80.0,LAS,RNO,345,1895.2791112341333,1
2008,1,3,840,955,75.0,LAS,RNO,345,878.4393687218776,1
2008,1,3,2200,2315,75.0,LAS,RNO,345,707.0743554420081,1
2008,1,3,2040,2155,75.0,LAS,RNO,345,1087.263764985245,0
2008,1,3,625,740,75.0,LAS,RNO,345,951.8499084067485,0
2008,1,3,1020,1145,85.0,LAS,RNO,345,980.0226053507841,1
2008,1,3,1255,1415,80.0,LAS,RNO,345,715.2051765135981,0
2008,1,3,1350,1510,80.0,LAS,RNO,345,1813.079157381402,1
2008,1,3,1110,1230,80.0,LAS,RNO,345,793.3841308580941,1
2008,1,3,1330,1435,65.0,LAS,SAN,258,1689.1734527531844,0
2008,1,3,1220,1325,65.0,LAS,SAN,258,507.4742242414308,1
2008,1,3,2050,2150,60.0,LAS,SAN,258,1228.7048039672932,1
2008,1,3,805,905,60.0,LAS,SAN,258,1273.349831797985,1
2008,1,3,1625,1735,70.0,LAS,SAN,258,1348.8976301640248,1
2008,1,3,940,1045,65.0,LAS,SAN,258,545.9835266830316,1
2008,1,3,1905,2005,60.0,LAS,SAN,258,87.6343291521033,1
2008,1,3,1740,1840,60.0,LAS,SAN,258,924.3130685447525,0
2008,1,3,2125,2225,60.0,LAS,SAN,258,330.99372809697934,0
2008,1,3,1425,1530,65.0,LAS,SAN,258,1283.3683959420193,0
2008,1,3,1515,1615,60.0,LAS,SAN,258,616.3565689333205,1
2008,1,3,2155,2255,60.0,LAS,SAN,258,319.728220087058,0
2008,1,3,615,715,60.0,LAS,SAN,258,1940.2619854723448,0
2008,1,3,1110,1215,65.0,LAS,SAN,258,1358.5022242770463,1
2008,1,3,1445,1920,275.0,LAS,SAT,1069,1626.8021190743677,0
2008,1,3,1935,5,270.0,LAS,SAT,1069,1385.912692948584,0
2008,1,3,1040,1510,270.0,LAS,SAT,1069,1165.749887046219,1
2008,1,3,750,1220,270.0,LAS,SAT,1069,1174.319875921021,0
2008,1,3,1810,45,395.0,LAS,SDF,1624,1068.1245994183323,0
2008,1,3,1645,1930,165.0,LAS,SEA,866,719.1559024930093,1
2008,1,3,2005,2245,160.0,LAS,SEA,866,1922.6320292723403,0
2008,1,3,640,925,165.0,LAS,SEA,866,817.4163128109436,0
2008,1,3,1050,1330,160.0,LAS,SEA,866,269.4613974586594,1
2008,1,3,1355,1530,95.0,LAS,SFO,414,166.13830255182256,1
2008,1,3,910,1045,95.0,LAS,SFO,414,1717.8879532839169,1
2008,1,3,1700,1835,95.0,LAS,SFO,414,629.5891538139522,1
2008,1,3,1905,2040,95.0,LAS,SFO,414,1201.3275366205912,1
2008,1,3,605,740,95.0,LAS,SFO,414,1308.1122158923208,0
2008,1,3,2105,2240,95.0,LAS,SFO,414,1947.4450876949766,1
2008,1,3,1215,1350,95.0,LAS,SFO,414,1245.6504235094933,1
2008,1,3,1235,1400,85.0,LAS,SJC,386,596.5861764404293,1
2008,1,3,610,730,80.0,LAS,SJC,386,1113.850352477316,0
2008,1,3,1945,2105,80.0,LAS,SJC,386,393.393456975397,1
2008,1,3,1855,2020,85.0,LAS,SJC,386,715.9343546758042,1
2008,1,3,2040,2200,80.0,LAS,SJC,386,311.1892815206972,0
2008,1,3,1520,1645,85.0,LAS,SJC,386,1818.5535444591187,1
2008,1,3,1000,1125,85.0,LAS,SJC,386,1220.5482142223689,1
2008,1,3,730,855,85.0,LAS,SJC,386,446.3640207601712,1
2008,1,3,1655,1820,85.0,LAS,SJC,386,1021.7347045516393,0
2008,1,3,1100,1320,140.0,LAS,SLC,368,939.3335970819198,0
2008,1,3,1905,2120,135.0,LAS,SLC,368,1840.459900608117,0
2008,1,3,830,1050,140.0,LAS,SLC,368,1673.5408253304336,1
2008,1,3,2050,2305,135.0,LAS,SLC,368,292.18431998400933,1
2008,1,3,1555,1820,145.0,LAS,SLC,368,1470.9350576201923,0
2008,1,3,1355,1615,140.0,LAS,SLC,368,1707.476262355388,1
2008,1,3,2140,2355,135.0,LAS,SLC,368,1783.081811119648,1
2008,1,3,615,835,140.0,LAS,SLC,368,495.27331678378505,0
2008,1,3,1910,2035,85.0,LAS,SMF,397,1948.9955397369963,0
2008,1,3,1350,1520,90.0,LAS,SMF,397,474.04905525340655,0
2008,1,3,640,805,85.0,LAS,SMF,397,1697.3495448729216,1
2008,1,3,1730,1855,85.0,LAS,SMF,397,1804.106148888688,0
2008,1,3,905,1035,90.0,LAS,SMF,397,268.5458301771879,0
2008,1,3,1115,1250,95.0,LAS,SMF,397,409.79467928894036,0
2008,1,3,1515,1645,90.0,LAS,SMF,397,242.8815609186329,0
2008,1,3,2100,2225,85.0,LAS,SMF,397,1150.417358197136,0
2008,1,3,1935,2035,60.0,LAS,SNA,226,702.6043106753327,1
2008,1,3,1305,1410,65.0,LAS,SNA,226,110.02676215525607,1
2008,1,3,1820,1925,65.0,LAS,SNA,226,803.6437983281581,1
2008,1,3,1010,1110,60.0,LAS,SNA,226,65.62058888305187,0
2008,1,3,1500,1605,65.0,LAS,SNA,226,1173.3724149900042,1
2008,1,3,750,850,60.0,LAS,SNA,226,447.7711447946631,0
2008,1,3,1050,1600,310.0,LAS,STL,1372,897.9875726498816,0
2008,1,3,1530,2040,310.0,LAS,STL,1372,912.6974057546088,0
2008,1,3,1855,2355,300.0,LAS,STL,1372,1563.0159455278797,1
2008,1,3,1725,35,430.0,LAS,TPA,1984,1289.1568465682994,1
2008,1,3,1035,1505,270.0,LAS,TUL,1076,607.0536810411016,1
2008,1,3,2115,2330,135.0,LAS,TUS,365,174.68566632598464,1
2008,1,3,1725,1940,135.0,LAS,TUS,365,1518.7965476655609,0
2008,1,3,720,935,135.0,LAS,TUS,365,131.7752549286539,1
2008,1,3,1320,1535,135.0,LAS,TUS,365,437.16528259293784,1
2008,1,3,2030,2240,130.0,LAS,TUS,365,1098.6325990686828,0
2008,1,3,1050,1305,135.0,LAS,TUS,365,1111.5581700739494,1
2008,1,3,1710,1955,165.0,LAX,ABQ,677,1652.4114613282616,1
2008,1,3,2025,2310,165.0,LAX,ABQ,677,1514.5235286947288,1
2008,1,3,1315,1600,165.0,LAX,ABQ,677,1471.992345526224,1
2008,1,3,940,1225,165.0,LAX,ABQ,677,1197.6210915416734,1
2008,1,3,1015,1505,290.0,LAX,AUS,1242,1140.716251609182,1
2008,1,3,815,1400,345.0,LAX,BNA,1797,1952.877474053036,1
2008,1,3,1540,2125,345.0,LAX,BNA,1797,1311.9075943344048,0
2008,1,3,1255,1840,345.0,LAX,BNA,1797,745.8301403946557,1
2008,1,3,1320,1615,175.0,LAX,ELP,714,385.36044150728486,0
2008,1,3,1735,2025,170.0,LAX,ELP,714,971.0668124160308,0
2008,1,3,945,1235,170.0,LAX,ELP,714,1834.4762053222476,0
2008,1,3,1145,1650,305.0,LAX,HOU,1390,339.4145014098095,0
2008,1,3,1625,2125,300.0,LAX,HOU,1390,1393.294442515242,1
2008,1,3,805,1310,305.0,LAX,HOU,1390,518.9902797341368,0
2008,1,3,1935,35,300.0,LAX,HOU,1390,884.3745893873529,1
2008,1,3,1425,1530,65.0,LAX,LAS,236,662.9292579542833,1
2008,1,3,1135,1240,65.0,LAX,LAS,236,384.8843049494934,1
2008,1,3,1640,1745,65.0,LAX,LAS,236,601.077277615587,0
2008,1,3,855,1000,65.0,LAX,LAS,236,866.0617476150862,1
2008,1,3,1740,1840,60.0,LAX,LAS,236,172.83560473862647,1
2008,1,3,1015,1120,65.0,LAX,LAS,236,498.06750036384136,0
2008,1,3,625,730,65.0,LAX,LAS,236,1887.8042057383914,0
2008,1,3,1530,1635,65.0,LAX,LAS,236,1861.7019131802538,0
2008,1,3,1845,1950,65.0,LAX,LAS,236,1484.7296287641723,1
2008,1,3,740,840,60.0,LAX,LAS,236,1084.2875772969617,0
2008,1,3,2100,2205,65.0,LAX,LAS,236,367.5201565348341,0
2008,1,3,2140,2245,65.0,LAX,LAS,236,1590.9318543930217,0
2008,1,3,1955,2055,60.0,LAX,LAS,236,1732.2234344359229,0
2008,1,3,1335,1440,65.0,LAX,LAS,236,314.8277764304439,1
2008,1,3,1310,1825,315.0,LAX,MCI,1363,160.06011654775665,0
2008,1,3,1125,1640,315.0,LAX,MCI,1363,227.40710578807838,1
2008,1,3,1835,2345,310.0,LAX,MCI,1363,1558.4310766154495,1
2008,1,3,630,1140,310.0,LAX,MCI,1363,307.2719792680323,1
2008,1,3,1625,2215,350.0,LAX,MDW,1750,1856.064216253881,0
2008,1,3,850,1440,350.0,LAX,MDW,1750,1180.908916272129,0
2008,1,3,1240,1835,355.0,LAX,MDW,1750,726.2156004771078,1
2008,1,3,1445,2040,355.0,LAX,MDW,1750,1904.4000934173525,1
2008,1,3,945,1540,355.0,LAX,MDW,1750,116.71132974848778,1
2008,1,3,625,1220,355.0,LAX,MDW,1750,287.68889270490126,0
2008,1,3,1755,2350,355.0,LAX,MDW,1750,485.0022692900834,1
2008,1,3,1000,1115,75.0,LAX,OAK,337,294.40346179828265,1
2008,1,3,1900,2015,75.0,LAX,OAK,337,1427.5299629430751,1
2008,1,3,900,1015,75.0,LAX,OAK,337,374.0857754425942,1
2008,1,3,1400,1515,75.0,LAX,OAK,337,1175.4545598927384,1
2008,1,3,1500,1615,75.0,LAX,OAK,337,259.9010473008505,0
2008,1,3,1730,1845,75.0,LAX,OAK,337,57.868522637798044,1
2008,1,3,2100,2215,75.0,LAX,OAK,337,1511.2270412086466,1
2008,1,3,1930,2045,75.0,LAX,OAK,337,869.9128886477424,0
2008,1,3,1800,1915,75.0,LAX,OAK,337,582.5401983579281,1
2008,1,3,1830,1945,75.0,LAX,OAK,337,1896.6907123491314,0
2008,1,3,1430,1545,75.0,LAX,OAK,337,1225.5345599241743,0
2008,1,3,1700,1815,75.0,LAX,OAK,337,1146.0907258382879,0
2008,1,3,1630,1745,75.0,LAX,OAK,337,1629.5512887967466,1
2008,1,3,1100,1215,75.0,LAX,OAK,337,420.80848537868894,0
